SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,Attendance,Study_Hours,Extracurricular,Backlogs,CGPA
8.925879806965067,7.343465798974851,7.371071083287319,6.28388283860254,63.007889548102554,3.508838851730977,0,2,7.481074881957444
5.998368910791799,7.074097511688326,9.310213254946568,6.424364509809614,86.54104824903649,2.8963446748048285,0,1,7.201761046809077
7.571172192068058,6.367035359653531,9.22274699267535,6.536449824631433,99.06485452486234,9.617032171342865,1,3,7.424351092257093
7.962072844310212,5.281877483254636,6.595502366216278,9.015129489163318,62.82650312221239,1.07976956602122,0,0,7.213645545736111
5.232252063599988,9.323611881275266,9.144577370753387,7.695806383376272,82.70873007370372,9.980387701137804,1,3,7.849061924751228
8.037724259507192,9.064505045650389,5.185038173577463,6.556538495780018,59.904881637987,7.091391689716561,0,0,7.210951493628765
5.8526206184364575,9.998588366430653,7.981349392410265,8.051668916554592,78.2665127285805,8.456223695042054,0,0,7.971056823457992
5.325257964926397,9.983184185369527,6.150044186438516,8.580753371115968,73.19662433441681,3.6515745671157385,0,4,7.5098099269626015
9.744427686266667,7.777158528013137,5.6028344288863945,6.363120003667669,98.60026648157685,1.1288374990035397,1,0,7.371885161708466
9.828160165372797,8.844937075902553,5.384766008146046,7.067745507626757,80.42636363482333,7.64082566705377,1,0,7.781402189262038
9.041986740582306,9.723828649412141,8.4814438793907,5.609430466684738,67.47531860434094,8.507301373006083,0,2,8.21417243401747
6.523068845866853,9.248236953387057,6.699374818840331,5.905746747673401,55.704789244396665,7.664285187581672,1,3,7.094106841441911
5.48836057003192,6.236740508715988,8.623833857643808,8.405589269824914,57.56234143674673,2.285652585707547,1,2,7.188631051554157
8.421165132560784,7.252720676550467,5.326781703994712,5.907191738478135,61.26584649756175,7.7808513003127215,0,0,6.726964812896025
7.200762468698007,5.645797075757475,6.576451689153052,7.625816918335301,62.5483330670149,7.920305038968769,0,4,6.7622070379859585
5.610191174223894,9.770255136293612,7.697456461876686,8.545231308612163,92.5308028920569,6.926864641030494,1,2,7.905783520251589
7.475884550556351,8.0308731722544,8.953615824194818,5.534384615473719,78.06113941412625,7.895043395160275,1,2,7.498689540619822
5.171942605576092,6.143214027517313,6.59376251466035,7.836561098144518,76.16954556871832,8.613292957099588,1,1,6.436370061474569
9.546602010393912,8.358503422029283,8.129456882185046,6.282813918506819,55.73844359346087,6.522437028137126,0,0,8.079344058278766
6.293899908000085,8.09064120228948,9.429888741180935,9.8146343761879,93.00698466747176,1.7974424257271115,0,4,8.407266056914601
8.31261142176991,6.790813590164202,8.079315940911522,7.4177282335996235,86.14071516042418,5.388650287004898,1,2,7.650117296611315
6.558555380447055,5.567787960998145,6.1647973737681685,9.029962748875791,53.38341809500008,1.6988440120444457,0,2,6.830275866022289
7.600340105889054,8.357865977963998,5.12200390778269,7.751132710781309,85.39175486148844,4.667887279291877,0,4,7.207835675604263
7.733551396716399,7.601538504518967,9.350494369504649,5.217062664274096,77.1769108671323,4.663958402130649,1,0,7.475661733753528
5.924272277627635,8.861591958678197,5.106347054251936,8.16575687797011,54.08626728733891,1.5940885972621741,1,1,7.01449204213197
9.847923138822793,7.6008175055599665,9.373508363420997,9.757016711033284,72.91503207643282,4.139384805725314,0,2,9.144816429709259
8.875664116805574,9.260907501592701,7.6446856701360595,8.008059100731657,74.23481435650234,1.9989828891218335,0,1,8.447329097316498
9.697494707820946,7.759534193872428,9.695338492564481,9.09594429713395,58.28872700816379,8.274116890083,1,3,9.062077922847951
9.474136752138243,7.804689857676932,8.993916178868327,9.42103231674204,97.28490735001412,9.529192233680236,0,0,8.923443776356386
7.989499894055426,9.383268013291726,9.989670552666688,6.140398859744662,92.4987685740331,1.6508482773214475,0,3,8.375709329939626
9.609371175115584,7.017414331061985,6.753559077258551,6.060224199541134,83.45111686645541,9.596036865625313,1,3,7.360142195744313
5.442462510259597,5.670076142253204,8.835941444655635,8.05490494425496,73.11477805003037,5.703189394030707,1,3,7.000846260355848
5.979914312095726,5.143913381566695,7.00965456804621,7.055142349033524,70.58827707922542,3.696091101584865,0,0,6.297156152685538
5.22613644455269,8.775686278368095,7.399378101519544,9.199306514333601,82.5486733575477,1.6917586774854716,0,0,7.6501268346934825
6.626651653816322,8.101547756767324,8.13752731609185,9.500115616990055,77.27159347034527,5.50561841263376,0,4,8.091460585916387
6.94338644844741,8.520398840496117,9.368385570931693,6.7671068965135905,53.11365529409428,8.150639900416738,1,1,7.899819439097202
6.356745158869479,6.064820807544553,9.920417345996476,6.18435279487241,75.62513243851659,7.363778295400284,0,1,7.13158402682073
9.143687545759647,5.681857377933849,8.84136706932259,8.90262757621931,90.32018086164197,1.4520341031757638,0,4,8.142384892308849
6.7837666334679465,5.07272332833941,7.088833910836669,6.37403017774068,72.96199387984791,1.6561165183111317,1,4,6.329838512596176
6.404672548436904,6.752937794032984,7.106785011385351,9.113071592568392,52.59782887771342,4.625859543693734,1,3,7.344366736605908
7.713480415791242,7.949588434273165,8.687911507944458,7.118691268243814,89.31390996920166,3.6576144464314897,0,4,7.86741790656317
5.704621124873813,6.9612202254986615,6.1938857288415115,8.337749496457352,60.06818910679872,3.0914589075044305,1,2,6.7993691439178345
9.010984903770199,7.1873746101186455,5.5523705656569735,5.477676569173341,62.93104174440194,3.5290404901784225,1,1,6.8071016621797895
5.372753218398854,9.520793472468743,6.773110788203883,8.119296623382866,58.235317671614794,8.23134468967196,0,4,7.446488525613586
9.934434683002586,6.741277335116502,6.436194958270409,7.258838393686146,66.51075324357488,9.363052482686685,1,2,7.59268634251891
8.861223846483288,7.569947445799054,6.48154060227995,7.933042315877371,87.83757528443175,4.645924250748098,1,2,7.711438552609916
5.993578407670862,8.918265063705714,6.168038755249549,5.840071038724317,75.96929297519686,9.154999019192473,0,2,6.729988316337611
5.027610585618012,6.982713911606351,5.21046594818181,8.68436872472091,60.24406370753563,3.8934613112309377,1,2,6.476289792531771
9.07730714227417,8.110433501139367,5.089369673667069,9.313985387716142,93.89150390760204,5.287932877094125,0,3,7.8977739261991875
8.534286719238086,9.311818543733725,9.938611948680158,6.083699000453878,93.97909274757646,3.0342609803439977,0,2,8.467104053026462
8.645035840204937,9.747603118288211,7.138865668679312,5.478572777600808,93.52892125230034,6.7642843795825955,1,3,7.7525193511933175
8.85635173342973,5.7353674046451895,6.921633235798408,5.118192930231682,61.93981056907697,9.81083003657328,1,3,6.657886326026252
5.3702232586704515,9.632938125807472,8.39823641346535,8.20985750221633,72.56196720904941,6.431437864390408,1,2,7.902813825039901
6.792328642721364,7.460581465397691,6.091269439325321,8.035470180443903,99.24948280704376,4.22032675702194,0,1,7.0949124319720696
5.579345297625649,6.291221941494792,9.749805919751127,7.73348706357035,88.60062381549952,6.830357013914755,1,2,7.338465055610479
9.315517129377968,7.295678781191306,8.93172507207776,6.159735480579878,51.35837106127799,2.106286106188488,0,2,7.925664115806727
8.11649063413779,9.900162876427386,5.4470550115612975,6.954529979527573,53.2602295630246,8.997931722388588,1,2,7.604559625413511
6.654490124263246,7.463090469964348,7.087903878924642,7.972381675930865,73.19656884061664,5.527755557018527,1,1,7.294466537270775
5.317791751430118,6.6437580514375405,9.395591537810823,7.483834294295847,95.461010293078,5.0441476783567785,1,0,7.210243908743582
6.554911608578311,8.167004271583629,9.72366011145705,9.938927601074436,76.93508989763572,6.272783096081673,0,0,8.596125898173357
6.625916610133736,6.200728093890966,7.337007556249349,5.682198762783665,74.89062540171452,6.623054765104622,1,3,6.461462755764428
8.64803089169032,5.37931664054332,8.067056946053539,8.475722770237969,55.27368499783153,1.6459822560386173,1,3,7.6425318121312875
8.187787356776067,5.644398609553246,5.835169730460376,7.021593840521461,82.8390052362147,7.143554991010622,0,1,6.672237384327787
9.436063712881634,5.640229194788862,9.955843130684883,7.140998074628074,91.10515803001127,3.177385122839766,0,4,8.043283528245864
7.361074625809747,5.759513467561471,6.158358506917217,8.587988828290882,69.02100037537812,7.4255736925593085,1,0,6.966733857144829
5.597971229691509,5.694135863247051,9.713658870675628,8.462180756621848,88.78059254626638,8.40281314945777,1,3,7.366986680059009
8.566223936114975,8.204373724016072,8.248233244961842,9.956279968510941,98.22383269504058,8.235626567972684,1,0,8.743777718400956
8.803925243084487,5.909400421995724,8.038683974394296,5.641971447270626,60.188322956384454,5.972508706671002,0,1,7.098495271686284
7.806385987847481,6.728336416619316,7.563442555082543,5.520548246920832,76.16648155973706,5.68152903079676,0,1,6.904678301617543
8.854835899772805,9.483942049530059,6.153349058588793,8.621694085643705,64.35689790422877,2.2858836520547055,0,4,8.278455273383841
7.468977981821954,7.3698082013143615,5.882640160027542,7.891934585032045,89.64272095169197,7.978115353628221,0,4,7.153340232048976
7.61366414690997,8.337788692605136,6.102431045350877,6.37080333279903,78.87966829405788,3.4426844240204293,1,1,7.1061718044162525
7.137705091792748,5.861599356008149,5.932191310721272,5.397096844944933,81.72912087751519,5.470258805361519,0,3,6.082148150866775
5.127095633720476,5.961445094043354,8.897922367833766,5.428291247982153,89.8957079807947,3.5584668363476504,0,0,6.353688585894937
5.539457134966522,5.204343081332395,6.7506262958336505,9.470954373320591,69.79852363312274,2.2044552669972384,0,2,6.741345221363289
5.157145928433671,5.844675315360822,5.289213382816982,5.959336623593715,95.75450342035217,6.666019272025629,1,4,5.562592812551298
8.182052056318902,6.392951695159793,9.845513150704058,6.616857810577604,76.65144336230699,1.4889883134061344,1,2,7.759343678190089
6.571779905381634,5.885052421383734,9.41892942481713,6.1332820111349395,57.8977411417674,7.7378071071358,0,3,7.00226094067936
7.542853455823514,5.443512668785278,9.638761415976065,6.774981529159687,84.79495590844013,3.85828115735005,0,4,7.350027267436136
9.537832369630465,5.603179355503004,9.974539113232176,5.347119213730467,89.66306752191272,1.001212237040368,1,2,7.615667513024027
6.246461145744375,7.303893840163629,5.869476246097436,7.595298954541352,65.83808385337633,5.6001622531350685,1,3,6.753782546636699
7.051914615178148,6.0316685920289625,6.981210094513294,5.338062817961075,92.85896284993765,1.4216671767484281,1,0,6.35071402992037
8.777755692715242,6.8213493052403775,8.791192378520456,9.001782539111808,95.30716273828833,3.4855260203880953,1,3,8.348019978896971
6.143990827458112,7.5170863542742845,8.480103090268962,6.168560409552165,63.84522436889045,7.362788387101445,1,4,7.07743517038838
5.384899549143965,8.451974143146828,5.769479531699275,7.700059573022553,99.1760736357611,1.5642065945967927,1,1,6.826603199253156
6.44875726456884,5.196560699205495,9.079165624953088,9.40039543780729,57.03557640243792,8.554046431204021,1,0,7.5312197566336785
5.8061064362700225,8.997051994545213,6.122202859183304,8.25438684523597,60.1007834201245,1.034379303927248,1,2,7.294937033808628
9.648488261712865,8.139501947454539,6.119088074113115,7.664788932756677,59.21124196190131,3.2214148228171204,0,4,7.8929668040092995
9.040601897822086,5.4087951597443595,7.684872114467067,6.621668765576878,94.69948550039352,7.668136505368643,0,1,7.188984484402598
8.167018782552118,9.367893120533886,7.964699674208516,6.6650095652909895,82.7146276162481,3.846431347563761,0,3,8.041155285646377
9.357302950938589,9.604362002659066,7.900431039189056,8.347434775990951,57.60521416111364,1.9170314925941216,0,1,8.802382692194415
9.018360384495573,5.305389799274319,5.457434186988774,9.970696806105838,72.01617091841744,4.242105269203851,0,4,7.437970294216126
5.932850294430179,6.384388240736019,9.387304313151901,8.309195949246893,80.76490125349011,3.4335395774607296,0,4,7.5034346993912475
9.46279499244989,9.031006398965307,6.328000212943531,7.788917086850125,54.173204249469165,8.584407119444993,1,1,8.152679672802213
7.696711209578254,8.741298451918292,5.647574606414021,8.65325255119623,94.12081842036693,3.8201312582662883,1,3,7.6847092047766985
9.037200775820313,5.922605096781886,9.443740399344886,7.32602806141859,90.18017677207675,8.100392245984064,0,1,7.932393583341419
9.480456499617466,6.046746616683551,9.778257491148768,5.300711713003926,75.26033867883191,9.026849303296613,0,4,7.651543080113427
6.590017374859319,6.85236051395691,9.310638086327252,7.811484079389549,98.35633076295852,4.904356776188766,1,4,7.641125013633257
5.550259622638384,7.422614925955107,9.04758037362439,9.7881264225269,70.88804896375498,9.189488294689529,1,2,7.952145336186195
6.139675812709708,8.09127385765148,8.27620990319511,5.876514711788298,99.20551595182489,4.395862485668736,1,2,7.095918571336149
7.135538943131282,6.8445681978488615,7.754286853045697,8.450024454103328,83.39599994018135,9.676705748410974,0,0,7.546104612032292
9.090073829612464,7.31267358066574,5.434933799557051,6.004668443295282,81.73356366269707,1.8036057207301563,1,4,6.960587413282633
9.303652916281717,8.737354690668782,7.042266065353493,7.679138422365407,58.29774476478925,7.183173398529185,0,2,8.19060302366735
5.034760652655954,5.183416014452989,6.86344258506157,5.483382248233598,94.0963879152322,5.444326364112358,0,1,5.641250375101027
7.553736512887829,6.262184721720104,6.298768918801631,7.251854681290926,71.37448439603077,4.488839249100824,1,3,6.841636208675122
7.0870550157438945,8.566747929422762,8.617100568442925,8.78081664447623,58.111670289123964,6.694406908737408,1,1,8.262930039521454
6.110539052353651,9.476034188435996,7.479378675393854,6.737857621194911,50.630375998787954,7.334713824708981,0,3,7.450952384344603
5.599326836668414,7.5583872105783305,5.40523107953824,8.32455862243609,77.98778418191912,1.0392694268527818,1,2,6.721875937305269
6.68807585701814,7.660567426326578,6.1009160097490565,8.977249803948645,76.36998110613382,2.5025777987247886,1,0,7.356702274260605
9.714548519562596,5.53586005669888,8.41629381829798,9.635889097397264,85.96768111845793,7.417414455708868,0,1,8.32564787298918
6.616014660103776,7.237061834117274,5.380654297451501,6.173210409277267,94.51290265089011,6.997468722203858,1,1,6.351735300237454
7.59395310871683,7.663086332275116,9.256034570243845,6.996579579046541,53.97032923215148,9.694427546158096,0,1,7.877413397570583
8.515094794475889,6.212352518173648,7.475732635069871,5.7620800666520875,86.57482451701811,7.849340112257047,0,3,6.991315003592874
6.81814801189647,6.346216154746905,7.40293288663324,9.962417510791877,59.37059720487911,9.556954369582042,1,2,7.632428641017123
9.858910413604804,6.886420815523113,7.9620389232975874,9.635004839621477,92.9088526578582,7.322864513813263,0,1,8.585593748011746
9.812236474710556,5.100355988888632,9.123404829625745,7.699785651402798,90.95317569308281,3.6824698777549885,0,1,7.933945736156932
6.258911479126821,6.610395827915891,6.739046039510965,9.210166471882106,77.03968774927722,1.9482843002577082,1,0,7.204629954608945
7.4862425294619275,6.057240034982723,8.390080762795318,7.60478988636021,85.51213993116558,8.03641477010442,1,0,7.384588303400044
6.504391549083849,6.637486760889573,7.828659819978956,8.117928440013799,65.71750565918742,6.797342993283243,1,2,7.272116642491544
6.424202471887338,5.598810659096256,6.335141350847106,5.445622160580083,73.55839494664073,1.433674111539666,0,2,5.950944160602696
5.184434736772664,9.452636403699476,9.39314993177579,8.77635210248404,91.08184488552358,4.240454193108805,0,4,8.201643293682991
8.047821669899484,7.967962267770243,8.987130108034641,5.638567418176174,72.96325985866069,9.611198339358575,1,0,7.660370365970135
7.5133951161443076,8.395511595722448,8.292259173292127,9.130338151262642,67.88991326627209,5.503610311391811,0,4,8.33287600910538
5.257393756249947,8.945856193036692,9.252908645471209,8.91014043835193,74.710622362515,4.894562224177342,1,3,8.091574758277444
6.393232321183057,7.492210994645286,9.336471004799012,8.543723488714882,91.41246262186093,5.119296446433646,1,4,7.941409452335559
9.541329429833269,5.434601440437119,8.541814883575174,5.180801902623811,66.76040236854364,2.8799445160464736,0,1,7.174636914117343
6.197809453334862,7.685532709092739,9.18506664181836,6.515641779726643,58.68807965678719,4.318364537783157,1,4,7.396012645993151
5.7244743604561155,7.934205590104396,8.487357308346418,6.315562849554214,85.60070101653903,4.328319303884589,0,2,7.115400027115286
7.447263801387815,8.727197370921651,8.400703858801503,6.800682037357595,91.2989106354041,1.4711951816872517,0,3,7.8439617671171415
9.928252270553003,7.158297731148397,8.093056891075921,5.438213733819193,55.031873926176665,7.908108656661264,1,1,7.654455156649129
6.210276357557502,5.637901513977819,8.763583197788206,9.684789115155315,61.993705637797234,4.7485398871349105,0,4,7.574137546119711
8.360677737029393,6.418879528993623,5.793025526465368,7.769011203561881,57.09859948804969,8.39961898134781,1,3,7.085398499012566
8.808098076643589,6.815411481993175,9.404353795994641,6.527621553290118,67.39707057910833,8.653132010079059,0,3,7.888871226980381
6.188187719961999,8.229586206658006,9.359217638726161,6.984907585371417,72.51754894527063,2.9079464922879223,0,1,7.6904747876793955
8.641081743059297,7.85389152334456,5.146236415172796,7.236012702524178,87.44131684816531,6.916181339531157,0,4,7.219305596025208
6.838915663596266,6.780483629489231,9.129083752823814,8.002971666803086,82.5573792440837,5.250536237466836,1,3,7.687863678178099
8.161529152967898,9.932576243964899,5.644349337367226,7.578397138482488,81.04642837392156,8.921410641293367,0,3,7.829212968195627
8.167648553804474,8.028874096784435,6.67559427129571,9.596959866072087,67.61874733048272,2.941666112588087,1,0,8.117269196989177
7.678873420373792,6.186133958679973,8.71754128145804,7.484817414529151,92.072377654238,7.100318802790398,0,3,7.516841518760239
5.451448850272041,5.508912363102018,5.803799480241541,9.960790074116563,73.56435836990823,6.469769100274503,0,0,6.681237691933041
9.17651247794619,5.7642956959216605,9.08983512059531,9.257124788725479,98.95524690075773,3.6577132981464953,1,4,8.32194202079716
6.603900324858679,6.229788641922541,9.16067088978871,6.042552571786679,81.70710691478683,2.2294081328605535,1,4,7.009228107089152
5.932592551999271,5.803406866297778,7.537338668804181,9.65297607321958,56.313237078225136,6.8647578442954895,1,4,7.231578540080203
5.20387570777382,5.932835120256529,5.031929358584168,5.58183198942738,83.80887810377169,7.647377123190976,1,2,5.437618044010474
7.954464715941209,6.425475843469235,6.435190665874564,9.087248542455958,66.25520077158495,3.84064609387015,1,4,7.475594941935242
8.387821809211413,5.866867976473774,8.08463459187871,6.9031164673829,84.31635983430488,6.803493436200824,0,3,7.3106102112367
5.082939144639281,9.483827123132127,9.905930890137117,9.389871602225348,53.48205740812028,4.556178168503529,0,1,8.465642190033467
7.560465291496405,5.401168728308211,8.159067635083343,9.340283450537251,58.744071858797966,7.41886194954356,1,0,7.615246276356302
6.1324788759896895,7.622556947851273,6.299017905320799,9.029627000588107,92.78686294528931,2.792937474046478,0,2,7.270920182437467
8.225863952047249,7.051984134948308,8.170028515498057,8.950152181535307,61.358977851175744,9.01193502372557,0,4,8.099507196007231
5.871832145024957,9.911893084543031,7.699926898579277,6.523395695490204,91.852056262147,3.5866863681902177,0,4,7.501761955909368
8.45468869051233,5.560194510840262,8.899226975755719,5.404596415256261,63.96380442272052,4.310073889805376,1,1,7.0796766480911435
6.933676731502687,6.989277995228708,5.534903194134792,7.014900893825807,82.14409550293539,1.522827568723148,0,1,6.618189703672998
9.683649943683672,9.847352166376844,8.80513951251014,5.867622574932543,84.70752867549155,2.0036099108914875,0,2,8.550941049375801
5.687604720729967,9.327535629469901,7.7063328933805515,8.474755444512308,75.63273765725265,5.642757124410953,0,0,7.799057172023182
6.705331755251293,9.085360354746399,9.814960019294972,6.730498632688928,65.26553383483656,3.4083340905517434,1,4,8.084037690495398
5.567367606202946,6.2895141352246995,6.709360830193431,9.878051004299575,60.632218818554804,8.51932203167975,0,2,7.1110733939801625
9.623468091392814,5.854437936950329,8.163109465669741,8.20486038672666,51.659467728121314,1.1322404978945846,0,3,7.961468970184885
9.386696766904905,8.343216099622154,9.660140527550087,9.112402818171805,65.1973200620362,4.411846438047426,1,3,9.125614053062238
6.289708138575778,9.646879945637929,5.512548639953396,5.662623363709242,82.65813952656416,4.0361099209218345,1,2,6.777940021969087
8.299920230170894,7.783814465069649,9.686142436182255,9.310072411363112,96.91524092242413,1.1739486782584092,0,4,8.769987385696478
9.08611100100608,7.858063447349499,8.439428611504066,9.613785952566971,93.5602241131526,2.119315591004592,0,2,8.749347253106654
7.776004057997312,6.399895468301421,5.339185295525859,7.435309594094679,88.30323882676512,4.722784074267717,1,4,6.7375986039798175
7.648252891780032,8.847464665959684,6.504817834734081,8.031264688754888,89.42236716266493,5.43578126002702,1,1,7.757950020307171
6.209261454502259,5.935218742787617,8.540860443226407,8.824049004514977,83.24924517379976,4.638607725293822,1,2,7.377347411257816
5.465513839029496,6.618396182021218,5.336753007343859,5.874193136302063,63.01434287830015,5.778439105708845,1,4,5.823714041174158
9.486078789766633,7.127182193082084,7.910852300881366,7.512830382317212,95.3597515352915,6.356185074151134,1,2,8.009235916511823
9.502090285816653,7.538051893422275,6.729415284764784,6.993315138861566,83.53661559529169,1.0893143901505207,1,2,7.690718150716319
8.16550728636634,6.212048662075401,8.104577588837385,5.731869960811245,78.02203154902199,5.176856435081535,1,4,7.053500874522593
6.6951489552435035,5.574184123696018,5.228710169062564,6.837672111457657,55.54947346067405,9.671493167988295,0,4,6.083928839864935
6.746047873063304,8.053100212208163,9.357684030761881,5.340861546927468,72.35277719032126,5.671290521165939,1,0,7.374423415740204
8.629778394351197,6.443152766201279,9.867444845886984,5.129059534747435,73.01791356009632,7.097880407130579,1,2,7.517358885296723
9.485551299762886,7.906191107113061,9.844389276428458,5.675831445774114,93.2281804761335,3.8067747212519487,0,3,8.22799078226963
9.435432121325587,5.771813576371011,8.748259158714625,9.81557555794587,77.33241100938943,7.965922403374863,1,2,8.442770103589273
8.899377729288119,7.405700509274087,5.65043120065316,7.747647679475085,69.02002744852048,7.956293336885036,1,2,7.425789279672612
8.21015823077144,7.662947162757929,8.791315979645113,9.8291108057661,98.84001642553297,5.69166442888725,0,4,8.623383044735146
5.4206998249752445,5.259117684112135,5.1229345822940076,7.162489391650659,55.536029666315784,9.784124409512922,1,2,5.741310370758011
5.808143570473069,6.6830213909696035,5.110617757644986,6.559080665426298,71.12742141559723,2.1299519328638805,0,2,6.040215846128489
9.492770942635396,5.672073384694871,6.618051095747706,7.5307093142012205,52.10123375857027,1.152528984006229,0,3,7.328401184319799
8.03214529829795,5.3168748523638385,7.443215952023329,7.197558443164551,86.99520603834651,7.931423905813864,0,4,6.997448636462417
5.045985258083149,9.949801161949726,8.852037089038966,5.52832342130872,95.90382760995753,8.264399836283943,0,2,7.34403673259514
5.50735771433016,6.611769224873615,8.416476883032527,8.204131573451031,64.00186647752447,2.0818650620851864,1,1,7.184933848921833
8.317508845540278,9.049372229273175,7.229513531883741,6.080190912547998,92.91708383995604,3.390245496627455,0,0,7.669146379811298
5.025307919231094,6.273203273818819,6.3681333314083295,8.097939774489149,64.61091152309488,1.1579712702996603,0,3,6.441146074736848
5.804040257087493,8.407513611119647,9.985622500788555,8.251005461990767,95.53850808219576,3.639777497025082,1,2,8.112045457746616
7.743668946832931,8.801139299448433,7.130906511179864,5.76012426564324,87.6980951798392,7.958276865268044,0,1,7.358959755776118
8.459475988463467,7.978193703039222,7.256935121648377,5.306748135553341,90.24533884207193,5.6616447494132105,0,2,7.250338237176102
8.259806297513002,7.357880942750792,5.8181191059583455,8.9038079303422,50.90032778002273,4.132860338514593,0,2,7.584903569141085
6.1213465473027995,7.059204570736343,8.974047743749647,7.299002118846601,98.1405178537013,4.345653654156973,0,4,7.363400245158848
8.56089610673768,6.744341332714976,8.468411128907443,5.290818977527379,86.33354960351616,1.0121826314392135,1,4,7.2661168864718695
6.186245437484001,9.64764572123913,6.103848063943802,9.974331585848836,65.23755476930667,3.698204748087123,0,4,7.978017702128943
6.626998490796339,9.153097038938647,5.411905228079213,5.288902804981833,91.46973324294234,6.8181286747413745,1,1,6.620225890699008
8.73245702559012,9.825134553332564,8.402496510373565,8.475176144292766,64.0760599207465,9.767749994347215,1,2,8.858816058397254
8.248164495236074,5.6214861174277235,8.272556071405676,9.918394626317067,93.6376919783064,8.623547442855095,0,0,8.015150327596634
9.24611705247089,8.654337376018221,6.366297634991047,6.195900521079628,55.62901952059685,1.2123546818097621,0,3,7.615663146139947
8.288064461501717,9.69170228410519,9.75431781125205,5.711246843435981,85.18429887303978,9.087045442073554,0,4,8.361332850073735
7.841543016677358,5.9061653308283,5.755289458904501,5.606924697112144,77.03492383224551,8.048785719687633,0,4,6.2774806258805755
5.468373839140463,5.3324813368338875,7.16167400521301,6.516375737837977,54.82672350977204,8.023385112138824,1,2,6.119726229756335
6.838579015297167,8.705603246450295,9.718079600837994,5.505229055053233,62.09469141294195,5.121961831032143,1,2,7.691872729409672
6.326011838408627,7.8723655658995595,7.098636584630611,8.46080670847066,50.62020181386574,4.582047636590525,1,1,7.439455174352364
6.219948216895418,9.20914388379136,8.192629738320427,5.311458990650314,73.43839827322529,3.7262415594987335,0,1,7.233295207414379
9.865052773762228,5.698861883131448,6.987971989813971,7.547110640748949,65.06326303800002,1.591253730589292,1,4,7.5247493218641495
6.965488623333802,8.976336559299451,6.37107601174335,9.983484269264885,79.91787421488795,3.0541182714432917,0,2,8.074096365910371
